MSG_CN,RCPTN_RGN_NM,CRT_DT,REG_YMD,EMRG_STEP_NM,SN,DST_SE_NM,MDFCN_YMD
[서초구청]금일 06시35분 7호선 반포역 고속터미널 방향 무정차 통과 해제 됨을 알려드립니다.,서울특별시 서초구 ,2025-09-11 6:51,2025-09-11,안전안내,205023,교통통제,2025-09-11
"[경기북부경찰청] 고양시에서 실종된 박정심씨(여,88세)를 찾습니다-155cm,분홍색자주색섞인 줄무늬반팔,남색긴바지,검정슬리퍼
vo.la/F4cXX / ☎182","경기도 고양시 덕양구 ,경기도 고양시 일산동구 ,경기도 고양시 일산서구 ",2025-09-11 8:11,2025-09-11,안전안내,205024,기타,2025-09-11
"[경기남부경찰청] 수원시에서 실종된 이금순씨(여,88세)를 찾습니다 -155cm,50kg,보라색조끼,하늘색상의,꽃무늬남색긴바지
vo.la/Asxsp / ☎182","경기도 수원시 장안구 ,경기도 수원시 권선구 ,경기도 수원시 팔달구 ,경기도 수원시 영통구 ",2025-09-11 8:54,2025-09-11,안전안내,205025,기타,2025-09-11
"[서울경찰청] 노원구에서 실종된 안상수씨(남,66세)를 찾습니다 -178cm,70kg,파란체크무늬셔츠,검정칠부바지,검정운동화
vo.la/5M5Hs / ☎182",서울특별시 노원구 ,2025-09-11 14:37,2025-09-11,안전안내,205029,기타,2025-09-11
"[서울경찰청] 도봉구에서 배회중인 안상수씨(남,66세)를 찾습니다 -178cm,70kg,파란체크무늬셔츠,검정칠부바지,검정운동화 vo.la/5M5Hs / ☎182",서울특별시 도봉구 ,2025-09-11 14:37,2025-09-11,안전안내,205030,기타,2025-09-11
"[서울경찰청] 송파구에서 실종된 김종식씨(남,69세)를 찾습니다-166cm,흑색머리,남색반팔티(흰줄무늬),진녹색반바지,검정신발
vo.la/mX5wy / ☎182",서울특별시 송파구 ,2025-09-11 15:38,2025-09-11,안전안내,205032,기타,2025-09-11
"[경기남부경찰청] 부천시에서 배회중인 배인웅씨(남,68세)를 찾습니다 -175cm,60kg,검정계열정장,흰색벙거지모자,갈색구두
vo.la/cA2BE / ☎182",경기도 부천시 ,2025-09-11 16:40,2025-09-11,안전안내,205036,기타,2025-09-11
"[서울경찰청] 송파구에서 실종된 조성훈씨(남,63세)를 찾습니다 -165cm,50kg,국방색반팔티,검정색긴바지,남색슬리퍼
vo.la/RpsDX / ☎182",서울특별시 송파구 ,2025-09-11 19:55,2025-09-11,안전안내,205044,기타,2025-09-11
"[경기남부경찰청] 성남시에서 실종된 박옥분씨(여, 86세)를 찾습니다-150cm,40kg,분홍색상의,보라색하의,허리굽음,보행기 vo.la/oThTb / ☎182","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2025-09-12 9:04,2025-09-12,안전안내,205045,기타,2025-09-12
"[서울경찰청] 동대문구에서 실종된 김은영씨(여, 52세)를 찾습니다- 166cm, 70kg, 흰색영문프린팅파랑겉옷,흰슬리퍼,우산 vo.la/mwYKi / ☎182",서울특별시 동대문구 ,2025-09-12 9:59,2025-09-12,안전안내,205046,기타,2025-09-12
"[서울경찰청] 성동구에서 배회중인 김은영씨(여, 52세)를 찾습니다- 166cm, 70kg, 흰색영문프린팅파랑겉옷,흰슬리퍼,우산 vo.la/mwYKi / ☎182",서울특별시 성동구 ,2025-09-12 10:00,2025-09-12,안전안내,205047,기타,2025-09-12
[강남구] 언주역 8번출구 앞 도로 침하로 인해 선정릉역 방향으로 교통정체가 심화되고 있으니 인근 차량은 우회하여 주시기 바랍니다.,"서울특별시 강남구 역삼동,서울특별시 강남구 대치동,서울특별시 강남구 논현동,서울특별시 강남구 도곡동",2025-09-12 11:14,2025-09-12,안전안내,205048,교통통제,2025-09-12
[강남구] 언주역 인근 도로 지반침하 발생으로 교보타워 사거리에서 차병원 사거리 가는 방향 도로 전면 통제중. 인근 차량은 우회하여 주시기 바랍니다.,"서울특별시 강남구 역삼동,서울특별시 강남구 논현동",2025-09-12 12:09,2025-09-12,안전안내,205050,교통통제,2025-09-12
"[경기남부경찰청] 부천시에서 배회중인 배인웅씨(남,68세)를 찾습니다 -175cm,60kg,검정계열정장,흰색벙거지모자,갈색구두 vo.la/cA2BE / ☎182",경기도 부천시 ,2025-09-12 14:52,2025-09-12,안전안내,205052,기타,2025-09-12
"[서울경찰청] 영등포구에서 실종된 서문식씨(남, 54세)를 찾습니다- 174cm, 60kg, 파랑반팔티셔츠,검정바지,베이지색모자 vo.la/XAdCy / ☎182",서울특별시 영등포구 ,2025-09-12 15:09,2025-09-12,안전안내,205054,기타,2025-09-12
"[서울경찰청] 동작구에서 배회중인 서문식씨(남, 54세)를 찾습니다- 174cm, 60kg, 파랑반팔티셔츠,검정바지,베이지색모자 vo.la/XAdCy / ☎182",서울특별시 동작구 ,2025-09-12 15:09,2025-09-12,안전안내,205055,기타,2025-09-12
"[경기북부경찰청] 의정부시에서 실종된 강준구씨(남, 86세)를 찾습니다- 168cm,55kg,체크무늬상의,검정바지,흰구두,중절모 vo.la/BD13G / ☎182",경기도 의정부시 ,2025-09-12 16:07,2025-09-12,안전안내,205056,기타,2025-09-12
"[서울경찰청] 동대문구에서 배회중인 강준구씨(남,86세)를 찾습니다-168cm,55kg,체크무늬상의,검정바지,흰구두,연갈색중절모 vo.la/BD13G / ☎182",서울특별시 동대문구 ,2025-09-12 16:07,2025-09-12,안전안내,205057,기타,2025-09-12
"[서울경찰청] 중구에서 목격된 강준구씨(남, 86세)를 찾습니다- 168cm,55kg, 체크무늬상의,검정바지,흰구두,연갈색중절모 vo.la/BD13G / ☎182",서울특별시 중구 ,2025-09-12 16:08,2025-09-12,안전안내,205058,기타,2025-09-12
"[서울경찰청] 금천구에서 목격된 오장섭씨(남, 58세)를 찾습니다- 180cm, 53kg, 아디다스검정민소매,청바지,검정운동화 vo.la/peEgk / ☎182",서울특별시 금천구 ,2025-09-12 17:02,2025-09-12,안전안내,205059,기타,2025-09-12
"[서울경찰청] 영등포구에서 실종된 오장섭씨(남, 58세)를 찾습니다- 180cm, 53kg, 아디다스검정민소매,청바지,검정운동화 vo.la/peEgk / ☎182",서울특별시 영등포구 ,2025-09-12 17:02,2025-09-12,안전안내,205060,기타,2025-09-12
"[강남구] 언주역 인근 도로지반 침하로 인한 도로통제가 일부해제(1,2차로만 개통) 되었음을 알려드리오니 인근 차량은 참고하시기 바랍니다.","서울특별시 강남구 역삼동,서울특별시 강남구 삼성동,서울특별시 강남구 대치동,서울특별시 강남구 논현동,서울특별시 강남구 도곡동",2025-09-12 17:59,2025-09-12,안전안내,205063,교통통제,2025-09-12
[강남구] 언주역 인근 도로 지반 침하로 인한 봉은사로 차량 통제가 완전 해제되었음을 알려드립니다.,"서울특별시 강남구 역삼동,서울특별시 강남구 삼성동,서울특별시 강남구 논현동",2025-09-12 19:00,2025-09-12,안전안내,205066,교통통제,2025-09-12
"[경기남부경찰청] 안산시에서 실종된 황지현씨(남,25세)를 찾습니다 -160cm,50kg,회색반팔,베이지색반바지,흰색운동화 
vo.la/mrZiy / ☎182","경기도 안산시 상록구 ,경기도 안산시 단원구 ",2025-09-13 8:49,2025-09-13,안전안내,205071,기타,2025-09-13
"[경기북부경찰청] 동두천시에서 실종된 이종형씨(남,80세)를 찾습니다 -175cm,75kg,고동색잠바,쥐색긴바지,슬리퍼
vo.la/ASxLz / ☎182",경기도 동두천시 ,2025-09-13 9:38,2025-09-13,안전안내,205073,기타,2025-09-13
"[경기북부경찰청]의정부시에서 실종된 심양숙씨(여,86세)를 찾습니다-154cm,40kg,꽃무늬상의,민트색바지,지팡이,보라색장화
vo.la/GeyX0 / ☎182",경기도 의정부시 ,2025-09-13 9:48,2025-09-13,안전안내,205074,기타,2025-09-13
"[경기북부경찰청] 포천시에서 실종된 황의복씨(남,82세)를 찾습니다-171cm,53kg,검정모자,흰색티,검정바지,노란색신발 
vo.la/XbTUk / ☎182",경기도 포천시 ,2025-09-13 10:48,2025-09-13,안전안내,205075,기타,2025-09-13
"[경기북부경찰청]가평군에서 배회중인 황의복씨(남,82세)를 찾습니다-171cm,53kg,검정모자,흰색티,검정바지,노란색신발 vo.la/XbTUk / ☎182",경기도 가평군 ,2025-09-13 10:56,2025-09-13,안전안내,205076,기타,2025-09-13
"[서울경찰청] 동대문구에서 목격된 이종형씨(남,80세)를 찾습니다 -175cm,75kg,고동색잠바,쥐색긴바지,슬리퍼 
vo.la/ASxLz / ☎182",서울특별시 동대문구 ,2025-09-13 11:30,2025-09-13,안전안내,205077,기타,2025-09-13
"[경기남부경찰청] 평택시에서 실종된 김영자씨(여, 85세)를 찾습니다- 150cm,50kg, 분홍꽃무늬티셔츠,회색긴바지,흰색단화 vo.la/DQbsY / ☎182",경기도 평택시 ,2025-09-13 12:28,2025-09-13,안전안내,205078,기타,2025-09-13
"[서울경찰청] 동대문구에서 목격된 배인웅씨(남, 68세)를 찾습니다- 175cm,60kg, 검정계열정장,흰색벙거지모자,갈색구두 vo.la/cA2BE / ☎182",서울특별시 동대문구 ,2025-09-13 12:53,2025-09-13,안전안내,205079,기타,2025-09-13
"[서울경찰청]성북구에서 배회중인 서태길씨(남,58세)를 찾습니다-183cm,70kg,남색점퍼,검정바지,검정운동화(빨간신발끈)
vo.la/CLocL / ☎182",서울특별시 성북구 ,2025-09-13 19:08,2025-09-13,안전안내,205082,기타,2025-09-13
"[서울경찰청] 노원구에서 목격된 서태길씨(남,58세)를 찾습니다-183cm,70kg,남색점퍼,검정바지,검정운동화(빨간신발끈) vo.la/CLocL / ☎182",서울특별시 노원구 ,2025-09-13 19:10,2025-09-13,안전안내,205083,기타,2025-09-13
"[서울경찰청]성동구에서 실종된 심영규씨(남,80세)를 찾습니다-167cm,73kg,파란색반팔티,검정조끼,검정반바지,자전거 
vo.la/end7B / ☎182",서울특별시 성동구 ,2025-09-13 19:18,2025-09-13,안전안내,205084,기타,2025-09-13
"[서울경찰청]광진구에서 배회중인 심영규씨(남,80세)를 찾습니다-167cm,73kg,파란색반팔티,검정조끼,검정반바지,자전거 vo.la/end7B / ☎182",서울특별시 광진구 ,2025-09-13 19:20,2025-09-13,안전안내,205085,기타,2025-09-13
"[서울경찰청] 구로구에서 목격된 서문식씨(남, 54세)를 찾습니다- 174cm, 60kg, 파랑반팔티셔츠,검정바지,베이지색모자 vo.la/XAdCy / ☎182",서울특별시 구로구 ,2025-09-14 8:16,2025-09-14,안전안내,205089,기타,2025-09-14
"[서울경찰청] 마포구에서 목격된 서태길씨(남,58세)를 찾습니다-183cm,70kg,남색점퍼,검정바지,검정운동화(빨간신발끈) vo.la/CLocL / ☎182",서울특별시 마포구 ,2025-09-14 9:36,2025-09-14,안전안내,205090,기타,2025-09-14
"[서울경찰청] 서대문구에서 실종된 한장섭씨(남,83세)를 찾습니다 -170cm,65kg,흰색셔츠,검정바지,중절모,베낭,지팡이
vo.la/nio1X / ☎182",서울특별시 서대문구 ,2025-09-14 15:03,2025-09-14,안전안내,205093,기타,2025-09-14
"[경기북부경찰청] 의정부시에서 배회중인 한장섭씨(남,83세)를 찾습니다-170cm,65kg,흰색셔츠,검정바지,중절모,베낭,지팡이
vo.la/nio1X / ☎182",경기도 의정부시 ,2025-09-14 15:04,2025-09-14,안전안내,205094,기타,2025-09-14
"[경기북부경찰청] 포천시에서 목격된 한장섭씨(남,83세)를 찾습니다-170cm,65kg,흰색셔츠,검정바지,중절모,베낭,지팡이
vo.la/nio1X / ☎182",경기도 포천시 ,2025-09-14 15:04,2025-09-14,안전안내,205095,기타,2025-09-14
[마포구청]금일 15:28경 서울시 마포구 상암동 1548-1 청소 차고지 내 화재로 다량 연기 발생 중. 인근 주민께서는 안전에 유의하시기 바랍니다.,서울특별시 마포구 ,2025-09-14 15:56,2025-09-14,안전안내,205098,화재,2025-09-14
"[서울경찰청] 성동구에서 실종된 박인순씨(여, 86세)를 찾습니다 - 156cm, 62kg, 남색민소매, 검정바지 
vo.la/ETcRK / ☎182",서울특별시 성동구 ,2025-09-14 16:16,2025-09-14,안전안내,205099,기타,2025-09-14
"[서울경찰청] 동대문구에서 배회중인 박인순씨(여, 86세)를 찾습니다 - 156cm, 62kg, 남색민소매, 검정바지 
vo.la/ETcRK / ☎182",서울특별시 동대문구 ,2025-09-14 16:18,2025-09-14,안전안내,205100,기타,2025-09-14
"[경기남부경찰청] 광명시에서 실종된 허길용씨(남,80세)를 찾습니다 -170cm,흰셔츠,검정팔토시,검정바지,검정운동화,검정모자
vo.la/ZNT6z / ☎182",경기도 광명시 ,2025-09-14 17:58,2025-09-14,안전안내,205103,기타,2025-09-14
"[경기북부경찰청] 가평군에서 실종된 남별(여,26세)씨를 찾습니다 -165cm,80kg,검정색상의,남색계통 슬리퍼
vo.la/eaanY / ☎182",경기도 가평군 ,2025-09-14 19:08,2025-09-14,안전안내,205104,기타,2025-09-14
"[경기북부경찰청] 경찰은 연천군에서 실종된 노상호씨(남, 72세)를 찾고 있습니다 - 160cm, 65kg, 긴팔 긴바지 착용 vo.la/H9Kup / ☎182",경기도 연천군 ,2025-09-15 10:46,2025-09-15,안전안내,205113,기타,2025-09-15
"[경기북부경찰청] 경찰은 포천시에서 배회중인 노상호씨(남, 72세)를 찾고 있습니다 -160cm, 65kg, 긴팔 긴바지 착용 vo.la/H9Kup / ☎182",경기도 포천시 ,2025-09-15 10:46,2025-09-15,안전안내,205114,기타,2025-09-15
"[서울경찰청] 종로구에서 실종된 김성찬씨(남, 58세)를 찾습니다- 173cm,73kg, 남색반팔티셔츠,회색7부바지,검정운동화 vo.la/eLcTE / ☎182",서울특별시 종로구 ,2025-09-15 15:43,2025-09-15,안전안내,205115,기타,2025-09-15
"[서울경찰청] 강남구에서 실종된 최성애씨(여, 72세)를 찾습니다 -152cm,72kg, 남색꽃무늬원피스, 남색슬리퍼, 흰양말 vo.la/9fBvg / ☎182",서울특별시 강남구 ,2025-09-15 17:38,2025-09-15,안전안내,205116,기타,2025-09-15
"[서울경찰청] 송파구에서 배회중인 최성애씨(여, 72세)를 찾습니다 -152cm,72kg, 남색꽃무늬원피스, 남색슬리퍼, 흰양말 vo.la/9fBvg / ☎182",서울특별시 송파구 ,2025-09-15 17:39,2025-09-15,안전안내,205117,기타,2025-09-15
"[경기남부경찰청] 성남시에서 실종된 조상호씨(남, 21세)를 찾습니다 -185cm,75kg, 흰색반팔, 검정반바지, 남색슬리퍼 vo.la/1uUPP / ☎182","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2025-09-15 18:18,2025-09-15,안전안내,205118,기타,2025-09-15
"[경기남부경찰청] 수원시에서 실종된 신원재씨(남, 83세)를 찾습니다 -160cm, 회색자주색무늬반팔, 남색바지, 진회색운동화 vo.la/8YvF5 / ☎182","경기도 수원시 장안구 ,경기도 수원시 권선구 ,경기도 수원시 팔달구 ,경기도 수원시 영통구 ",2025-09-15 18:32,2025-09-15,안전안내,205119,기타,2025-09-15
[경기도청] 철도 파업으로 인하여 수인분당선 등 열차가 매우 혼잡합니다. 도민들께서는 타 교통수단을 이용하는 등 안전에 유의하시기 바랍니다.,"경기도 시흥시 ,경기도 화성시 ,경기도 수원시 장안구 ,경기도 수원시 권선구 ,경기도 수원시 팔달구 ,경기도 수원시 영통구 ,경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ,경기도 안산시 상록구 ,경기도 안산시 단원구 ,경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2025-09-15 20:00,2025-09-15,안전안내,205123,기타,2025-09-15
"[경기남부경찰청]부천시에서 실종된 현명란씨(여,53세)를 찾습니다-163cm,60kg,검정반팔(어깨,허리부분 노란색),검정바지 vo.la/t5Fpt/ ☎182",경기도 부천시 ,2025-09-16 11:33,2025-09-16,안전안내,205171,기타,2025-09-16
"[서울경찰청] 강서구에서 배회중인 현명란씨(여,53세)를 찾습니다-163cm,60kg,검정반팔(어깨,허리부분 노란색),검정바지 vo.la/t5Fpt / ☎182",서울특별시 강서구 ,2025-09-16 11:42,2025-09-16,안전안내,205173,기타,2025-09-16
"[서울경찰청] 양천구에서 목격된 현명란씨(여,53세)를 찾습니다-163cm,60kg,검정반팔(어깨,허리부분 노란색),검정바지 
vo.la/t5Fpt / ☎182",서울특별시 양천구 ,2025-09-16 11:42,2025-09-16,안전안내,205174,기타,2025-09-16
"[경기도청] 연천군(필승교) 수위 1m 이상 임진강 수위 상승 중. 하천변의 행락객, 야영객, 어민, 지역주민 등은 즉시 대피하시기 바랍니다.","임진강 수계지역(경기도 연천군,파주시)  ,경기도 임진강 ",2025-09-16 18:06,2025-09-16,안전안내,205244,기타,2025-09-16
"[의정부시] 집중호우 대비 조치로 하천변 산책로를 사전 통제하고 있으니, 출입을 삼가시고 안전에 유의하시기 바랍니다.",경기도 의정부시 ,2025-09-16 19:00,2025-09-16,안전안내,205249,호우,2025-09-16
"[서울경찰청] 용산구에서 실종된 이현주씨(여, 52세)를 찾습니다 - 153cm, 55kg, 삭발머리, 슬리퍼착용 
vo.la/9bJN1 / ☎182",서울특별시 용산구 ,2025-09-16 19:03,2025-09-16,안전안내,205250,기타,2025-09-16
"[서울경찰청] 중구에서 배회중인 이현주씨(여, 52세)를 찾습니다 - 153cm, 55kg, 삭발머리, 슬리퍼착용 
vo.la/9bJN1 / ☎182",서울특별시 중구 ,2025-09-16 19:06,2025-09-16,안전안내,205251,기타,2025-09-16
